room_id,img_url
32,https://minio.fares.vn/mixivivu-dev/tour/dlecia-ha-long/Deluxe/m258upabvp22zqi2.webp
33,https://minio.fares.vn/mixivivu-dev/tour/dlecia-ha-long/Grand Deluxe/rqzhikigvwx64m7v.webp
33,https://minio.fares.vn/mixivivu-dev/tour/dlecia-ha-long/Grand Deluxe/vz2pkrq4ftff78ab.webp
33,https://minio.fares.vn/mixivivu-dev/tour/dlecia-ha-long/Grand Deluxe/acqn11hj801tfgs1.webp
33,https://minio.fares.vn/mixivivu-dev/tour/dlecia-ha-long/Grand Deluxe/supudqduuafxm7cq.webp
33,https://minio.fares.vn/mixivivu-dev/tour/dlecia-ha-long/Grand Deluxe/jg4cggontdgiamjx.webp
33,https://minio.fares.vn/mixivivu-dev/tour/dlecia-ha-long/Grand Deluxe/yu0ghe627sdlkdrf.webp
33,https://minio.fares.vn/mixivivu-dev/tour/dlecia-ha-long/Grand Deluxe/r6vq52motoqge2k3.webp
34,https://minio.fares.vn/mixivivu-dev/tour/dlecia-ha-long/Premier Grand Deluxe/o95irt253slqng2g.webp
34,https://minio.fares.vn/mixivivu-dev/tour/dlecia-ha-long/Premier Grand Deluxe/cqjua9lafyo61h7k.webp
34,https://minio.fares.vn/mixivivu-dev/tour/dlecia-ha-long/Premier Grand Deluxe/3ugrxbnf2jncgigz.webp
34,https://minio.fares.vn/mixivivu-dev/tour/dlecia-ha-long/Premier Grand Deluxe/g4qphxvjhu5j6iqd.webp
34,https://minio.fares.vn/mixivivu-dev/tour/dlecia-ha-long/Premier Grand Deluxe/hucwjbmuhc88cu37.webp
34,https://minio.fares.vn/mixivivu-dev/tour/dlecia-ha-long/Premier Grand Deluxe/y9oe2nnu0iaaakpv.webp
34,https://minio.fares.vn/mixivivu-dev/tour/dlecia-ha-long/Premier Grand Deluxe/42t8lql7jgs7hpbf.webp
34,https://minio.fares.vn/mixivivu-dev/tour/dlecia-ha-long/Premier Grand Deluxe/0k5yaq93hgdwz1vy.webp
34,https://minio.fares.vn/mixivivu-dev/tour/dlecia-ha-long/Premier Grand Deluxe/kj2r5yk8s8ljp846.webp
34,https://minio.fares.vn/mixivivu-dev/tour/dlecia-ha-long/Premier Grand Deluxe/yxm1nq715ruhhj2m.webp
34,https://minio.fares.vn/mixivivu-dev/tour/dlecia-ha-long/Premier Grand Deluxe/ce23zrju7vjqv4lj.webp
34,https://minio.fares.vn/mixivivu-dev/tour/dlecia-ha-long/Premier Grand Deluxe/8av51oq8lq9uy3mg.webp
35,https://minio.fares.vn/mixivivu-dev/tour/grand-fleuve-boutique-ha-long/Superior /ampt8l6l94x6tzc9.webp
35,https://minio.fares.vn/mixivivu-dev/tour/grand-fleuve-boutique-ha-long/Superior /mlnlnhn1vk0i9di3.webp
35,https://minio.fares.vn/mixivivu-dev/tour/grand-fleuve-boutique-ha-long/Superior /523lga757czomx9s.webp
35,https://minio.fares.vn/mixivivu-dev/tour/grand-fleuve-boutique-ha-long/Superior /k8zbuw2zah69rrdu.webp
35,https://minio.fares.vn/mixivivu-dev/tour/grand-fleuve-boutique-ha-long/Superior /5kwx5s0bqqshu2b1.webp
36,https://minio.fares.vn/mixivivu-dev/tour/grand-fleuve-boutique-ha-long/Honeymoon Suite/y3egfsv7j7wjm26a.webp
